WKT,fid,OBJECTID,CODE,school_name,LEVEL,Status,County,DISTRICT,ZONE,SUB_COUNTY,Ward,Long,Lat,Source
MULTIPOINT ((264886.706187737 9862094.12473496)),373,14727,22397,GROGAN 'A' NON FORMAL EDUCATION SCHOOL,Primary,Private,Nairobi,KASARANI,RUARAKA,Ruaraka,Korogocho,36.887081,-1.246822,"Ministry of Education, 2016"
MULTIPOINT ((265658.362205244 9862431.64841451)),374,14728,22398,TORTOLA GRACIOUS COMMUNITY,Primary,Private,Nairobi,KASARANI,RUARAKA,Ruaraka,Korogocho,36.894015,-1.243776,"Ministry of Education, 2016"
MULTIPOINT ((265542.833826385 9856985.98646156)),375,14729,22399,LITTLE STARS,Primary,Private,Nairobi,KASARANI,RUARAKA,Ruaraka,Babadogo,36.892937,-1.29301,"Ministry of Education, 2016"
MULTIPOINT ((270437.621176441 9863657.58460768)),376,14730,22402,GREEN PLAINS ACADEMY,Primary,Private,Nairobi,KASARANI,KAHAWA,Kasarani,Mwiki,36.936955,-1.232726,"Ministry of Education, 2016"
MULTIPOINT ((262420.917067272 9864629.70044464)),377,14731,22404,GARDEN ESTATE ACADEMY,Primary,Private,Nairobi,KASARANI,KASARANI,Kasarani,Kasarani,36.86495,-1.22388,"Ministry of Education, 2016"
MULTIPOINT ((252049.45710656 9859460.37424846)),378,14732,22405,IMANI SCHOOL,Primary,Private,Nairobi,KASARANI,RUARAKA,Kasarani,Kasarani,36.771752,-1.270536,"Ministry of Education, 2016"
MULTIPOINT ((264439.120812034 9862166.65479775)),379,14733,22407,ROHO CENTRE SCHOOL,Primary,Private,Nairobi,KASARANI,RUARAKA,Ruaraka,Babadogo,36.883061,-1.246163,"Ministry of Education, 2016"
MULTIPOINT ((264280.656531533 9862226.69739222)),380,14734,22408,SUNRISE PROJECT,Primary,Private,Nairobi,KASARANI,RUARAKA,Ruaraka,Babadogo,36.881638,-1.245619,"Ministry of Education, 2016"
MULTIPOINT ((264751.863733033 9861713.53054923)),381,14735,22411,DANIEL COMBONI,Primary,Public,Nairobi,KASARANI,RUARAKA,Ruaraka,Babadogo,36.885867,-1.250262,"Ministry of Education, 2016"
MULTIPOINT ((264326.200702516 9861012.30624161)),382,14736,22413,P.C.E.A KARIOBANGI NORTH,Primary,Private,Nairobi,KASARANI,RUARAKA,Embakasi North,Kariobangi North,36.882038,-1.256599,"Ministry of Education, 2016"
MULTIPOINT ((260855.771638509 9857307.79954313)),383,14737,22414,HEKIMA DAY CARE AND PRIMARY,Primary,Private,Nairobi,KASARANI,RUARAKA,Ruaraka,Korogocho,36.850837,-1.290065,"Ministry of Education, 2016"
MULTIPOINT ((264783.813634979 9857627.53595069)),384,14738,22416,BRIGHT ANGELS EDUCATION CENTRE,Primary,Private,Nairobi,KASARANI,RUARAKA,Embakasi North,Kariobangi North,36.886124,-1.287204,"Ministry of Education, 2016"
MULTIPOINT ((266141.207281552 9865073.62361759)),385,14739,22420,SPORTSVIEW SCHOOLS,Primary,Private,Nairobi,KASARANI,KAHAWA,Kasarani,Kasarani,36.898371,-1.219893,"Ministry of Education, 2016"
MULTIPOINT ((252608.689703304 9855319.19742765)),386,14740,22421,AYANY,Primary,Public,Nairobi,LANGATA,KAREN,Kibra,Sarang'ombe,36.776742,-1.307979,"Ministry of Education, 2016"
MULTIPOINT ((248667.493948403 9852250.6635799)),387,14741,22422,KAREN C,Primary,Public,Nairobi,LANGATA,KAREN,Langata,Karen,36.741317,-1.335687,"Ministry of Education, 2016"
MULTIPOINT ((253345.621672042 9855340.50114554)),388,14742,22423,KIBERA,Primary,Public,Nairobi,LANGATA,KAREN,Kibra,Makina,36.783362,-1.307792,"Ministry of Education, 2016"
MULTIPOINT ((258246.726463184 9854896.65979946)),389,14743,22424,KONGONI,Primary,Public,Nairobi,LANGATA,KAREN,Langata,Karen,36.827382,-1.311843,"Ministry of Education, 2016"
MULTIPOINT ((252937.948467785 9853943.08293608)),390,14744,22427,LANGATA WEST,Primary,Public,Nairobi,LANGATA,NAIROBI WEST,Langata,Mugumo-Ini,36.779689,-1.320422,"Ministry of Education, 2016"
MULTIPOINT ((256920.762352484 9855552.69246009)),391,14745,22428,MADARAKA,Primary,Public,Nairobi,LANGATA,NAIROBI WEST,Langata,Nairobi West,36.815477,-1.305902,"Ministry of Education, 2016"
MULTIPOINT ((262502.355741022 9860833.70500267)),392,14746,22429,NGEI,Primary,Public,Nairobi,LANGATA,NAIROBI WEST,Langata,Mugumo-Ini,36.865654,-1.2582,"Ministry of Education, 2016"
MULTIPOINT ((252938.016598406 9854841.53605925)),393,14747,22431,OLYMPIC ESTATE,Primary,Public,Nairobi,LANGATA,KAREN,Kibra,Sarang'ombe,36.779697,-1.3123,"Ministry of Education, 2016"
MULTIPOINT ((253313.230281221 9854805.87518532)),394,14748,22432,RAILA EDUCATIONAL CENTRE,Primary,Public,Nairobi,LANGATA,KAREN,Kibra,Makina,36.783067,-1.312625,"Ministry of Education, 2016"
MULTIPOINT ((245160.768421218 9853397.30768564)),395,14749,22433,ST MARYS KAREN,Primary,Public,Nairobi,LANGATA,KAREN,Langata,Karen,36.709829,-1.325292,"Ministry of Education, 2016"
MULTIPOINT ((253902.467079613 9853151.540411)),396,14750,22435,UHURU GARDENS,Primary,Public,Nairobi,LANGATA,NAIROBI WEST,Langata,Mugumo-Ini,36.788346,-1.327586,"Ministry of Education, 2016"
MULTIPOINT ((253932.397554574 9855049.30883257)),397,14751,22436,AKILI COMPLEX SCHOOL,Primary,Public,Nairobi,LANGATA,KAREN,Kibra,Laini Saba,36.78863,-1.310429,"Ministry of Education, 2016"
MULTIPOINT ((255318.999381506 9854759.75142123)),398,14752,22438,KIBERA BLESSED ACADEMY,Primary,Public,Nairobi,LANGATA,NAIROBI WEST,Langata,Nyayo Highrise,36.801083,-1.313058,"Ministry of Education, 2016"
MULTIPOINT ((246789.408606796 9855560.92432121)),399,14753,22440,NGONG FOREST PRIMARY,Primary,Public,Nairobi,LANGATA,KAREN,Langata,Karen,36.724475,-1.305746,"Ministry of Education, 2016"
MULTIPOINT ((258085.570850191 9853900.07144462)),400,14754,22446,BELLEVUE,Primary,Private,Nairobi,LANGATA,NAIROBI WEST,Langata,Mugumo-Ini,36.825927,-1.320852,"Ministry of Education, 2016"
MULTIPOINT ((248982.872536981 9858584.7346664)),401,14755,22449,BRIDGE OF HOPE EDUCATION CENTRE,Primary,Private,Nairobi,LANGATA,NAIROBI WEST,Kibra,Laini Saba,36.744201,-1.278428,"Ministry of Education, 2016"
MULTIPOINT ((252675.503860053 9855439.58297907)),402,14756,22451,CHRISCO EDUCATION CENTRE,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Makina,36.777344,-1.306891,"Ministry of Education, 2016"
MULTIPOINT ((252722.081147419 9854265.7733736)),403,14757,22452,CHURCH ON THE ROCK,Primary,Private,Nairobi,LANGATA,KAREN,Langata,Karen,36.777753,-1.317503,"Ministry of Education, 2016"
MULTIPOINT ((258026.397041697 9855117.84484252)),404,14758,22454,FAULU,Primary,Private,Nairobi,LANGATA,NAIROBI WEST,Langata,Karen,36.825405,-1.309842,"Ministry of Education, 2016"
MULTIPOINT ((258101.600219309 9854462.78462298)),405,14759,22455,FIRST STEP JUNIOR,Primary,Private,Nairobi,LANGATA,NAIROBI WEST,Langata,South C,36.826075,-1.315765,"Ministry of Education, 2016"
MULTIPOINT ((253383.065201946 9854959.21482947)),406,14760,22459,GREEN PASTURES SCHOOL,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Sarang'ombe,36.783695,-1.311239,"Ministry of Education, 2016"
MULTIPOINT ((256664.639839469 9854636.61565367)),407,14761,22461,JONATHAN GLOAG,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Lindi,36.813169,-1.314182,"Ministry of Education, 2016"
MULTIPOINT ((254708.118085587 9856204.15127765)),408,14762,22463,JOYSPRINGS EDUCATIONAL CENTRE,Primary,Private,Nairobi,LANGATA,LANGATA,Kibra,Sarang'ombe,36.795607,-1.299995,"Ministry of Education, 2016"
MULTIPOINT ((252817.364097425 9854620.64273057)),409,14763,22464,KAG OLYMPIC EDUCATIONAL CENTRE,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Sarang'ombe,36.778611,-1.314296,"Ministry of Education, 2016"
MULTIPOINT ((255159.915754491 9854514.22810707)),410,14764,22466,KIBERA SOWETO,Primary,Private,Nairobi,LANGATA,NAIROBI WEST,Langata,Nyayo Highrise,36.799652,-1.315276,"Ministry of Education, 2016"
MULTIPOINT ((258337.811920027 9853953.07545524)),411,14765,22468,KIDS VILLAGE,Primary,Private,Nairobi,LANGATA,KAREN,Langata,South C,36.828193,-1.320375,"Ministry of Education, 2016"
MULTIPOINT ((253136.708293663 9853280.35009914)),412,14766,22471,LANGATA JUNIOR,Primary,Private,Nairobi,LANGATA,NAIROBI WEST,Langata,Karen,36.781469,-1.326415,"Ministry of Education, 2016"
MULTIPOINT ((253792.141637336 9855115.63055738)),413,14767,22474,MASHIMONI,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Lindi,36.787371,-1.309829,"Ministry of Education, 2016"
MULTIPOINT ((245212.834101877 9853391.38238441)),414,14768,22480,OUR LADY OF PEACE,Primary,Private,Nairobi,LANGATA,KAREN,Langata,Karen,36.710297,-1.325346,"Ministry of Education, 2016"
MULTIPOINT ((253091.138775608 9854629.75743328)),415,14769,22481,PALM OLIVE,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Sarang'ombe,36.78107,-1.314215,"Ministry of Education, 2016"
MULTIPOINT ((249736.234361017 9857966.09889731)),416,14770,22484,RESTORATION EDUCATIONAL CENTRE,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Makina,36.750963,-1.284027,"Ministry of Education, 2016"
MULTIPOINT ((251998.309794411 9855517.58561396)),417,14771,22491,THREE BELLS,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Sarang'ombe,36.771262,-1.30618,"Ministry of Education, 2016"
MULTIPOINT ((255076.381897245 9853889.25849492)),418,14772,22492,WHITE STAR,Primary,Private,Nairobi,LANGATA,NAIROBI WEST,Langata,Nyayo Highrise,36.798897,-1.320926,"Ministry of Education, 2016"
MULTIPOINT ((264143.787721656 9862732.29244819)),419,14773,22494,ACK EMMANUEL,Primary,Private,Nairobi,LANGATA,NAIROBI WEST,Langata,Nyayo Highrise,36.880412,-1.241047,"Ministry of Education, 2016"
MULTIPOINT ((252883.323829439 9854112.13016937)),420,14774,22495,ANAJALI,Primary,Private,Nairobi,LANGATA,KAREN,Langata,Karen,36.7792,-1.318893,"Ministry of Education, 2016"
MULTIPOINT ((268533.347173996 9864931.80845216)),421,14775,22496,BARAKA ZA IBRAHIM CHILDREN CENTRE,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Sarang'ombe,36.919858,-1.221192,"Ministry of Education, 2016"
MULTIPOINT ((268189.631698297 9859972.35012856)),422,14776,22497,CALVARY EDUCATIONAL CENTRE,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Makina,36.916735,-1.266029,"Ministry of Education, 2016"
MULTIPOINT ((250938.26294478 9858184.46955799)),423,14777,22501,GIFTED HANDS EDUCATIONAL CENTRE,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Sarang'ombe,36.761761,-1.282062,"Ministry of Education, 2016"
MULTIPOINT ((269409.993237741 9864532.98639243)),424,14778,22502,HAPPY KIDS CENTRE,Primary,Private,Nairobi,LANGATA,SARANGOMBE,Kibra,Makina,36.92773,-1.224804,"Ministry of Education, 2016"
MULTIPOINT ((253007.984236126 9858169.34803795)),425,14779,22503,HOLY TRINITY EDUCATIONAL CENTRE,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Makina,36.780352,-1.282215,"Ministry of Education, 2016"
MULTIPOINT ((253699.866652357 9854592.95454273)),426,14780,22506,LIFE SPRINGS CHRISTIAN ACADEMY,Primary,Private,Nairobi,LANGATA,KAREN,Langata,Karen,36.786538,-1.314553,"Ministry of Education, 2016"
MULTIPOINT ((253994.928729823 9855557.54464985)),427,14781,22508,MAKINA BAPTIST PRIMARY,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Makina,36.789196,-1.305835,"Ministry of Education, 2016"
MULTIPOINT ((266149.645358721 9861446.43481931)),428,14782,22509,MARY JUNIOR EDUCATIONAL,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Makina,36.898421,-1.252687,"Ministry of Education, 2016"
MULTIPOINT ((284428.658984118 9857119.80138719)),429,14783,22510,NAIROBI CHRISTIAN OUTREACH,Primary,Private,Nairobi,LANGATA,NAIROBI WEST,Langata,Nyayo Highrise,37.062597,-1.291936,"Ministry of Education, 2016"
MULTIPOINT ((254660.346799104 9854443.09424895)),430,14784,22511,MOC KIBERA PRIMARY,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Lindi,36.795164,-1.315916,"Ministry of Education, 2016"
MULTIPOINT ((253246.890336147 9852884.0966664)),431,14785,22513,P.C.E.A LANGATA SCHOOL,Primary,Private,Nairobi,LANGATA,LANGATA,Langata,Mugumo-Ini,36.782455,-1.329998,"Ministry of Education, 2016"
MULTIPOINT ((252656.399848423 9854311.82991664)),432,14786,22516,ST. CHRISTINE EDUCATION CENTRE,Primary,Private,Nairobi,LANGATA,KAREN,Langata,Mugumo-Ini,36.777163,-1.317086,"Ministry of Education, 2016"
MULTIPOINT ((252454.202200468 9854461.29988484)),433,14787,22517,C.H.N- ST CATHERINE CHILDREN,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Sarang'ombe,36.775348,-1.315733,"Ministry of Education, 2016"
MULTIPOINT ((260230.011531138 9858134.26302585)),434,14788,22518,ST. JOHNS,Primary,Private,Nairobi,LANGATA,KAREN,Langata,Nyayo Highrise,36.845222,-1.282588,"Ministry of Education, 2016"
MULTIPOINT ((263506.432684408 9861893.69927152)),435,14789,22519,ST. STEPHENS EDUCATIONAL,Primary,Private,Nairobi,LANGATA,KAREN,Langata,Mugumo-Ini,36.874681,-1.248624,"Ministry of Education, 2016"
MULTIPOINT ((254473.439974746 9854754.37144507)),436,14790,22524,LAINI SABA PRIMARY AND NURSERY,Primary,Private,Nairobi,LANGATA,KAREN,Kibra,Laini Saba,36.793488,-1.3131,"Ministry of Education, 2016"
MULTIPOINT ((255314.050377461 9857500.06410443)),437,14791,22525,BARAKA,Primary,Public,Nairobi,MAKADARA,BURU BURU,Dagoreti North,Kileleshwa,36.80106,-1.288284,"Ministry of Education, 2016"
MULTIPOINT ((264257.567690133 9857865.79947557)),438,14792,22526,BIDII,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Harambee,36.881399,-1.285046,"Ministry of Education, 2016"
MULTIPOINT ((261989.948615375 9856365.20123214)),439,14793,22527,CANON APOLO,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.861018,-1.298596,"Ministry of Education, 2016"
MULTIPOINT ((262494.635853172 9857161.00917832)),440,14794,22528,DR KRAPF SC,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.865557,-1.291405,"Ministry of Education, 2016"
MULTIPOINT ((263582.579162661 9858493.36564066)),441,14795,22529,HARAMBEE PRIMARY SCHOOL,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.87534,-1.279367,"Ministry of Education, 2016"
MULTIPOINT ((261754.951035994 9857171.51408862)),442,14796,22530,JOGOO ROAD,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.858913,-1.291304,"Ministry of Education, 2016"
MULTIPOINT ((260435.913520666 9856695.10081835)),443,14797,22532,KALOLENI PRIMARY SCHOOL,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Viwandani,36.847061,-1.295601,"Ministry of Education, 2016"
MULTIPOINT ((260866.891864076 9856232.80070771)),444,14798,22533,MAKONGENI PRIMARY SCHOOL,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.850929,-1.299784,"Ministry of Education, 2016"
MULTIPOINT ((259164.053734397 9855168.32802781)),445,14799,22534,MARIAKANI PRIMARY SCHOOL,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.835625,-1.309395,"Ministry of Education, 2016"
MULTIPOINT ((260662.149429053 9854845.85396389)),446,14800,22536,MUKURU PRIMARY,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.849079,-1.312322,"Ministry of Education, 2016"
MULTIPOINT ((258846.046720233 9854799.89795192)),447,14801,22537,NAIROBI SOUTH PRIMARY,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.832765,-1.312723,"Ministry of Education, 2016"
MULTIPOINT ((258846.046720233 9854799.89795192)),448,14802,22538,O. L. M. NAIROBI SOUTH PRIMARY SCHOOL,Primary,Public,Nairobi,MAKADARA,VIWANDA,Makadara,Viwandani,36.832765,-1.312723,"Ministry of Education, 2016"
MULTIPOINT ((262869.441189908 9857815.41299084)),449,14803,22539,OFAFA JERICHO PRIMARY,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.868929,-1.285491,"Ministry of Education, 2016"
MULTIPOINT ((263300.552574498 9857740.0065338)),450,14804,22542,RABAI ROAD,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.872801,-1.286176,"Ministry of Education, 2016"
MULTIPOINT ((261540.226691835 9857145.45070789)),451,14805,22543,ST ANNE'S PRIMARY SCHOOL,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.856984,-1.291538,"Ministry of Education, 2016"
MULTIPOINT ((261124.261888845 9854337.20733364)),452,14806,22544,ST BAKHITA PRIMARY SCHOOL,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Viwandani,36.853226,-1.316924,"Ministry of Education, 2016"
MULTIPOINT ((258701.094155311 9855694.93092628)),453,14807,22545,ST CATHERINES PRIMARY SCHOOL,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.83147,-1.30463,"Ministry of Education, 2016"
MULTIPOINT ((244773.520375283 9853255.79827355)),454,14808,22546,ST ELIZABETH PRIMARY SCHOOL,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.70635,-1.326568,"Ministry of Education, 2016"
MULTIPOINT ((260150.583878661 9858420.707627)),455,14809,22547,ST JOHNS,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.844511,-1.279998,"Ministry of Education, 2016"
MULTIPOINT ((265476.943492268 9862520.32008243)),456,14810,22548,ST MICHAEL S,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.892386,-1.242973,"Ministry of Education, 2016"
MULTIPOINT ((258272.051123934 9857459.90659158)),457,14811,22550,ST PAULS,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Maringo/Hamza,36.82763,-1.28867,"Ministry of Education, 2016"
MULTIPOINT ((262478.276274377 9861282.86376005)),458,14812,22551,STAR OF HOPE,Primary,Public,Nairobi,MAKADARA,BURU BURU,Makadara,Viwandani,36.865441,-1.254139,"Ministry of Education, 2016"
MULTIPOINT ((263887.314071502 9857145.94952944)),459,14813,22554,BURUBURU BAPTIST CHURCH,Primary,Private,Nairobi,MAKADARA,BURU BURU,Makadara,Harambee,36.878067,-1.291551,"Ministry of Education, 2016"
MULTIPOINT ((262869.441189908 9857815.41299084)),460,14814,22562,JERICHO BAPTIST CHURCH -PRI,Primary,Private,Nairobi,MAKADARA,BURU BURU,Makadara,Harambee,36.868929,-1.285491,"Ministry of Education, 2016"
MULTIPOINT ((263210.243217559 9858439.41239328)),461,14815,22566,MAGODO COMPLEX CENTRE,Primary,Private,Nairobi,MAKADARA,BURU BURU,Makadara,Harambee,36.871995,-1.279852,"Ministry of Education, 2016"
MULTIPOINT ((259089.317292784 9854978.91001266)),462,14816,22567,MARIAKANI CHRISTIAN CENTRE - PRI,Primary,Private,Nairobi,MAKADARA,BURU BURU,Makadara,Viwandani,36.834952,-1.311106,"Ministry of Education, 2016"
MULTIPOINT ((259089.317292784 9854978.91001266)),463,14817,22571,PLAINS VIEW,Primary,Private,Nairobi,MAKADARA,VIWANDA,Makadara,Viwandani,36.834952,-1.311106,"Ministry of Education, 2016"
MULTIPOINT ((259632.210570028 9855455.04530914)),464,14818,22575,SOUTH B BAPTIST - PRI,Primary,Private,Nairobi,MAKADARA,BURU BURU,Makadara,Viwandani,36.839832,-1.306806,"Ministry of Education, 2016"
MULTIPOINT ((259891.623259442 9854884.55605793)),465,14819,22576,ST VERONICA'S JUNIOR SCH - PRI,Primary,Private,Nairobi,MAKADARA,BURU BURU,Makadara,Viwandani,36.842158,-1.311966,"Ministry of Education, 2016"
MULTIPOINT ((264223.854382807 9857496.00210226)),466,14820,22578,THOMAS BURKESCH,Primary,Private,Nairobi,MAKADARA,BURU BURU,Makadara,Harambee,36.881093,-1.288389,"Ministry of Education, 2016"
MULTIPOINT ((262722.35538519 9861355.51080921)),467,14821,22580,UPENDO RESCUE CENTRE - PRI,Primary,Private,Nairobi,MAKADARA,BURU BURU,Makadara,Viwandani,36.867634,-1.253484,"Ministry of Education, 2016"
MULTIPOINT ((266692.611258996 9862653.57176845)),468,14822,22583,DANDORA,Primary,Public,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.903307,-1.241777,"Ministry of Education, 2016"
MULTIPOINT ((282626.538320479 9856974.14957875)),469,14823,22584,DRUMVALE,Primary,Public,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,37.046406,-1.293241,"Ministry of Education, 2016"
MULTIPOINT ((278081.879095081 9860943.14122)),470,14824,22585,GITUAMBA,Primary,Public,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,37.005606,-1.257322,"Ministry of Education, 2016"
MULTIPOINT ((265870.016778231 9861702.26243625)),471,14825,22586,JAMES GICHURU,Primary,Public,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.895911,-1.250372,"Ministry of Education, 2016"
MULTIPOINT ((264575.125194952 9863184.01184941)),472,14826,22587,JEHOVAH JIREH,Primary,Public,Nairobi,NJIRU,DANDORA,Kasarani,Njiru,36.88429,-1.236966,"Ministry of Education, 2016"
MULTIPOINT ((264627.977968861 9860042.49901444)),473,14827,22588,KARIOBANGI SOUTH,Primary,Public,Nairobi,NJIRU,DANDORA,Embakasi West,Kariobangi South,36.884742,-1.265369,"Ministry of Education, 2016"
MULTIPOINT ((272460.635079507 9860869.76515402)),474,14828,22590,MAUA,Primary,Public,Nairobi,NJIRU,DANDORA,Embakasi East,Mihango,36.955108,-1.257946,"Ministry of Education, 2016"
MULTIPOINT ((272783.216127613 9858837.81855233)),475,14829,22591,MIHANG'O,Primary,Public,Nairobi,NJIRU,DANDORA,Embakasi East,Mihango,36.957992,-1.27632,"Ministry of Education, 2016"
MULTIPOINT ((284323.247179302 9858660.22232339)),476,14830,22592,NG'UNDU,Primary,Public,Nairobi,NJIRU,DANDORA,Kasarani,Ruai,37.06166,-1.278007,"Ministry of Education, 2016"
MULTIPOINT ((267354.607293939 9862853.51651644)),477,14831,22594,RONALD NGALA,Primary,Public,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area II,36.909255,-1.239974,"Ministry of Education, 2016"
MULTIPOINT ((270403.744820908 9863415.00650988)),478,14832,22598,ST DOMINIC,Primary,Public,Nairobi,NJIRU,DANDORA,Kasarani,Mwiki,36.936649,-1.234919,"Ministry of Education, 2016"
MULTIPOINT ((266959.906542875 9862182.65089066)),479,14833,22600,TOM MBOYA,Primary,Public,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area III,36.905705,-1.246037,"Ministry of Education, 2016"
MULTIPOINT ((267608.945620107 9862899.28640176)),480,14834,22601,USHIRIKA,Primary,Public,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.91154,-1.239562,"Ministry of Education, 2016"
MULTIPOINT ((266383.286736671 9862177.05969749)),481,14835,22602,WANGU,Primary,Public,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area II,36.900525,-1.246083,"Ministry of Education, 2016"
MULTIPOINT ((267537.405701298 9862706.22497266)),482,14836,22604,AGANO JUNIOR,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.910896,-1.241307,"Ministry of Education, 2016"
MULTIPOINT ((262873.044910148 9857792.57552641)),483,14837,22610,BAPTIST PREPARATORY,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.868961,-1.285697,"Ministry of Education, 2016"
MULTIPOINT ((266990.256517643 9861996.8144997)),484,14838,22611,BASE ROOT,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area III,36.905976,-1.247717,"Ministry of Education, 2016"
MULTIPOINT ((266145.43072205 9861607.38452497)),485,14839,22614,BISHOP ROBERT MDZOMBA,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area II,36.898384,-1.251232,"Ministry of Education, 2016"
MULTIPOINT ((266216.832041997 9861929.72382541)),486,14840,22616,BLESSED PREPARATORY CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.899028,-1.248318,"Ministry of Education, 2016"
MULTIPOINT ((262325.267047903 9857173.54253518)),487,14841,22617,BLESSING,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.864036,-1.29129,"Ministry of Education, 2016"
MULTIPOINT ((277981.594337715 9858474.95739613)),488,14842,22627,CEDAR PROGRESSIVE,Primary,Private,Nairobi,EMBAKASI,NJIRU,Embakasi Central,Kayole North,37.004688,-1.279638,"Ministry of Education, 2016"
MULTIPOINT ((267153.81459212 9863090.60515573)),489,14843,22633,DANDORA IV PREP EDUC CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.907453,-1.237829,"Ministry of Education, 2016"
MULTIPOINT ((268536.727335318 9862316.24924434)),490,14844,22635,DANDORA MINORATE EDUCATION CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Kasarani,Njiru,36.91987,-1.24484,"Ministry of Education, 2016"
MULTIPOINT ((266940.568984514 9862505.77896236)),491,14845,22637,DAY STAR BRIGHTS CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area IV,36.905533,-1.243115,"Ministry of Education, 2016"
MULTIPOINT ((262629.469657919 9860994.8538813)),492,14846,22640,EDEN ANNEX PREPARATORY SCHOOL,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.866797,-1.256744,"Ministry of Education, 2016"
MULTIPOINT ((268538.994159466 9860555.17069993)),493,14847,22645,EVANA JUNIOR ACADEMY,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi Central,Kayole Central,36.919878,-1.260762,"Ministry of Education, 2016"
MULTIPOINT ((258129.77779553 9854845.51133635)),494,14848,22647,FAULU EDUCATION CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area III,36.826332,-1.312305,"Ministry of Education, 2016"
MULTIPOINT ((263389.64465252 9861765.07918112)),495,14849,22649,FUTURE KIDS JUNIOR ED CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area I,36.873631,-1.249786,"Ministry of Education, 2016"
MULTIPOINT ((265054.251879181 9860368.24978777)),496,14850,22655,GOOD DAY CENTRE,Primary,Private,Nairobi,NJIRU,DANDORA,Embakasi North,Dandora Area III,36.888574,-1.262427,"Ministry of Education, 2016"
