WKT,fid,OBJECTID,CODE,school_name,LEVEL,Status,County,DISTRICT,ZONE,SUB_COUNTY,Ward,Long,Lat,Source
MULTIPOINT ((251349.372270652 9857965.18000999)),1727,34944,200721154,BRAESIDE PRI SCH,Primary,,NAIROBI WEST,,,,KILIMANI,36.765452,-1.284048,"Open Data Kenya, School 2007"
MULTIPOINT ((261592.284723982 9856799.84318026)),1728,34945,200721159,JOKEN PRI SCH,Primary,,NAIROBI NORTH,,,,MAKONGENI,36.857449,-1.294663,"Open Data Kenya, School 2007"
MULTIPOINT ((252827.217859667 9854394.40098991)),1729,34948,200721187,HOYWICK ACADEMY PRI,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.778698,-1.316341,"Open Data Kenya, School 2007"
MULTIPOINT ((269833.787501467 9864116.45075753)),1730,34949,200721192,SIMCOD COMM. DEVPT.  EDUCATIONAL CENTRE - SU,Primary,,NAIROBI NORTH,,,,MWIKI,36.931534,-1.228573,"Open Data Kenya, School 2007"
MULTIPOINT ((267601.947174461 9867326.3372283)),1731,34953,200721221,GITHURAI PRI SCH - SPECIAL UNIT,Primary,,NAIROBI NORTH,,,,KAHAWA,36.911508,-1.199536,"Open Data Kenya, School 2007"
MULTIPOINT ((252732.460298005 9860406.09576589)),1732,34963,200721252,ST. MARY'S SCH - PRI,Primary,,NAIROBI WEST,,,,KILELESHWA,36.777894,-1.261992,"Open Data Kenya, School 2007"
MULTIPOINT ((248541.27375908 9856764.8369257)),1733,34970,200721276,JAGIET PRI SCH,Primary,,NAIROBI WEST,,,,RIRUTA,36.74022,-1.294877,"Open Data Kenya, School 2007"
MULTIPOINT ((269481.576008012 9864386.38173454)),1734,34978,200721334,KELLYN ACADEMY  PRI SCH,Primary,,NAIROBI NORTH,,,,CLAY CITY,36.928372,-1.22613,"Open Data Kenya, School 2007"
MULTIPOINT ((281683.786568751 9858048.70177641)),1735,34983,200721366,TWIN BIRDS ACADEMY,Primary,,NAIROBI SOUTH,,,,RUAI,37.037944,-1.283518,"Open Data Kenya, School 2007"
MULTIPOINT ((250782.52415289 9863072.69320354)),1736,34987,200721374,PEPONI SCHOOL - PRI,Primary,,NAIROBI NORTH,,,,KITISURU,36.7604,-1.23787,"Open Data Kenya, School 2007"
MULTIPOINT ((261376.613249478 9860710.00605675)),1737,34994,200721397,CASOUPENDO ACADEMY,Primary,,NAIROBI NORTH,,,,UTALII,36.855541,-1.25931,"Open Data Kenya, School 2007"
MULTIPOINT ((267806.932122583 9857840.50678862)),1738,34996,200721400,KWA WATOTO CENTRE AND SCH PRI),Primary,,NAIROBI SOUTH,,,,KAYOLE SOUTH,36.913282,-1.285301,"Open Data Kenya, School 2007"
MULTIPOINT ((253385.336797241 9856132.53190205)),1739,35006,200721430,JOSEPH KANGETHE  PRIMARY SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.783725,-1.300632,"Open Data Kenya, School 2007"
MULTIPOINT ((247277.125675201 9857327.52718183)),1740,35015,200721482,ABUNDANT JUNIOR CARE CENTRE PRI SCH.,Primary,,NAIROBI WEST,,,,RIRUTA,36.72887,-1.28978,"Open Data Kenya, School 2007"
MULTIPOINT ((266000.392281013 9867067.28887642)),1741,35016,200721484,RAINBOW ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,ZIMMERMAN,36.89712,-1.201867,"Open Data Kenya, School 2007"
MULTIPOINT ((265165.606687289 9856743.99860388)),1742,35018,200721496,ST MARY ACADEMY PRI,Primary,,NAIROBI SOUTH,,,,UPPER SAVANNAH,36.889547,-1.295195,"Open Data Kenya, School 2007"
MULTIPOINT ((268007.429559743 9860167.78521332)),1743,35031,200721538,WILEYCE PRIMARY SCH,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.9151,-1.264261,"Open Data Kenya, School 2007"
MULTIPOINT ((266721.103078194 9867519.99658563)),1744,35034,200721544,MT OLIVES JUNIOR SCH - PRI,Primary,,NAIROBI NORTH,,,,GITHURAI,36.903597,-1.197779,"Open Data Kenya, School 2007"
MULTIPOINT ((264958.019759691 9867529.37118218)),1745,35046,200721598,ESTHER MEMORIAL JUNIOR ACADEMY PRI,Primary,,NAIROBI NORTH,,,,ZIMMERMAN,36.88776,-1.197682,"Open Data Kenya, School 2007"
MULTIPOINT ((265123.901930679 9863116.53683815)),1746,35067,200721681,ELIMU PRI SCH,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.889219,-1.23758,"Open Data Kenya, School 2007"
MULTIPOINT ((266561.714445137 9850928.64796942)),1747,35068,200721683,HOUSE OF HOPE PRI SCH,Primary,,NAIROBI SOUTH,,,,EMBAKASI,36.902044,-1.347783,"Open Data Kenya, School 2007"
MULTIPOINT ((257903.677148345 9853123.97663856)),1748,35071,200721694,SAOMI ACADEMY PRI,Primary,,NAIROBI WEST,,,,NAIROBI WEST,36.824287,-1.327867,"Open Data Kenya, School 2007"
MULTIPOINT ((248835.89364596 9859379.20051682)),1749,35076,200721705,SUNNY SHINE COMMUNITY CENTRE - PRI,Primary,,NAIROBI WEST,,,,MOUNTAIN VIEW,36.742887,-1.271245,"Open Data Kenya, School 2007"
MULTIPOINT ((254024.259718207 9855625.8189772)),1750,35081,200721720,NEW ADVENTURE PRI. SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.78946,-1.305218,"Open Data Kenya, School 2007"
MULTIPOINT ((272361.612151543 9861187.56743013)),1751,35092,200721764,MAUA PRI SCH,Primary,,NAIROBI SOUTH,,,,RUAI,36.954221,-1.255072,"Open Data Kenya, School 2007"
MULTIPOINT ((253016.777878576 9856956.83648657)),1752,35093,200721765,KILIMANI PRI SCH - PRI,Primary,,NAIROBI WEST,,,,KILIMANI,36.780421,-1.293177,"Open Data Kenya, School 2007"
MULTIPOINT ((276478.231509168 9860967.57039563)),1753,35098,200721778,THUITA DAYCARE PRI,Primary,,NAIROBI SOUTH,,,,RUAI,36.9912,-1.25709,"Open Data Kenya, School 2007"
MULTIPOINT ((264681.993011159 9861248.48489029)),1754,35099,200721781,GOSPEL JUNIOR ACADEMY PRI,Primary,,NAIROBI NORTH,,,,KARIOBANGI NORTH,36.885236,-1.254466,"Open Data Kenya, School 2007"
MULTIPOINT ((264097.532722578 9861942.06942741)),1755,35109,200721828,THE MOUNT KENYA PREP SCH,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.879991,-1.248191,"Open Data Kenya, School 2007"
MULTIPOINT ((266453.75166143 9855631.82608131)),1756,35128,200721906,JUNIOR CAMPUS ACADEMY,Primary,,NAIROBI SOUTH,,,,UTAWALA,36.90111,-1.30526,"Open Data Kenya, School 2007"
MULTIPOINT ((264160.806490502 9858347.73246831)),1757,35132,200721917,WANJA & KIM COMP SCH,Primary,,NAIROBI NORTH,,,,KARIOBANGI SOUTH,36.880533,-1.280688,"Open Data Kenya, School 2007"
MULTIPOINT ((262743.936730154 9861785.79222073)),1758,35134,200721931,MOGRA STAR JUNIOR ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,UTALII,36.867831,-1.249594,"Open Data Kenya, School 2007"
MULTIPOINT ((265318.194396279 9862520.193308)),1759,35148,200721996,GRAPESYARD SELF HELP GROUP PRI SCH,Primary,,NAIROBI NORTH,,,,LUCKY SUMMER,36.89096,-1.242973,"Open Data Kenya, School 2007"
MULTIPOINT ((268118.774436442 9865366.7147214)),1760,35153,200722020,SOLIDARITY CHILD RESCUE SCH,Primary,,NAIROBI NORTH,,,,CLAY CITY,36.916137,-1.217257,"Open Data Kenya, School 2007"
MULTIPOINT ((268528.440877717 9864082.03464553)),1761,35156,200722031,MAWEZI PREP SCH - PRI,Primary,,NAIROBI NORTH,,,,KASARANI,36.919808,-1.228875,"Open Data Kenya, School 2007"
MULTIPOINT ((251280.083020859 9861361.56269802)),1762,35163,200722063,KYUNA ACADEMY PRI,Primary,,NAIROBI NORTH,,,,KITISURU,36.764856,-1.253343,"Open Data Kenya, School 2007"
MULTIPOINT ((263629.774584685 9862040.24277931)),1763,35166,200722070,MEFAG CHILDRENS CENTER PRI,Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.87579,-1.2473,"Open Data Kenya, School 2007"
MULTIPOINT ((252919.406545867 9855012.26367946)),1764,35178,200722107,OLYMPIC PRI SCH,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.779531,-1.310756,"Open Data Kenya, School 2007"
MULTIPOINT ((264879.852069899 9860517.97960665)),1765,35183,200722126,DAYSPRING JUNIOR PRI SCH,Primary,,NAIROBI NORTH,,,,DANDORA AREA I,36.887008,-1.261072,"Open Data Kenya, School 2007"
MULTIPOINT ((265086.027790817 9855129.63479407)),1766,35193,200722151,JAMII COMMUNITY CENTER PRI,Primary,,NAIROBI SOUTH,,,,PIPELINE,36.88882,-1.30979,"Open Data Kenya, School 2007"
MULTIPOINT ((246489.165749944 9860516.2892902)),1767,35196,200722170,KABETE VET. LAB PRI SCH,Primary,,NAIROBI WEST,,,,,36.721818,-1.260947,"Open Data Kenya, School 2007"
MULTIPOINT ((267663.988634043 9859491.71553758)),1768,35197,200722177,GOODWILL LEARNERS CENTER PRI  SCH,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.91201,-1.270371,"Open Data Kenya, School 2007"
MULTIPOINT ((269202.413191355 9865349.85383596)),1769,35199,200722182,GREEN RIVER LEARNING CENTER PRI,Primary,,KIAMBU,,,,KIUU,36.925871,-1.217417,"Open Data Kenya, School 2007"
MULTIPOINT ((265865.601179516 9866602.42025292)),1770,35202,200722189,ZIMMERMAN PREMIER SCH - PRI,Primary,,NAIROBI NORTH,,,,ZIMMERMAN,36.895906,-1.206069,"Open Data Kenya, School 2007"
MULTIPOINT ((262446.27288367 9861074.78425401)),1771,35214,200722236,EASTLANDS COMPLEX EDU CENTRE PRI),Primary,,NAIROBI NORTH,,,,UTALII,36.865152,-1.25602,"Open Data Kenya, School 2007"
MULTIPOINT ((268135.111610711 9855804.10826157)),1772,35229,200722278,HARVEST VIEW ACADEMY,Primary,,NAIROBI SOUTH,,,,EMBAKASI,36.916215,-1.303715,"Open Data Kenya, School 2007"
MULTIPOINT ((264661.546184707 9862169.70928943)),1773,35237,200722305,FURAHA ACADEMY PRI,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.885059,-1.246137,"Open Data Kenya, School 2007"
MULTIPOINT ((246815.568707959 9857907.97200401)),1774,35238,200722306,VICTORY ALPHA ACADEMY PRI),Primary,,NAIROBI WEST,,,,WAITHAKA,36.724729,-1.284529,"Open Data Kenya, School 2007"
MULTIPOINT ((268251.188890398 9864583.62938521)),1775,35239,200722307,ESTEEM ACADEMY-PRI,Primary,,NAIROBI NORTH,,,,CLAY CITY,36.917321,-1.224338,"Open Data Kenya, School 2007"
MULTIPOINT ((259733.427502093 9860033.59844372)),1776,35243,200722323,REDEMPTAS ACADEMY PRI SCH,Primary,,NAIROBI NORTH,,,,PANGANI,36.840776,-1.265413,"Open Data Kenya, School 2007"
MULTIPOINT ((259549.275583887 9859519.33082018)),1777,35244,200722324,JUJA ROAD PRI SCH,Primary,,NAIROBI NORTH,,,,PANGANI,36.839118,-1.270061,"Open Data Kenya, School 2007"
MULTIPOINT ((261094.609509439 9857123.61639883)),1778,35247,200722332,CHURCH ARMY ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,PUMWANI,36.852981,-1.291732,"Open Data Kenya, School 2007"
MULTIPOINT ((250248.464130645 9859295.1472984)),1779,35271,200722428,MWANGAZA UNITED PRIMARY,Primary,,NAIROBI WEST,,,,KANGEMI,36.755574,-1.272016,"Open Data Kenya, School 2007"
MULTIPOINT ((259693.362281902 9855674.76880244)),1780,35285,200722487,BRIGHTSTAR SCHOOLS - PRI,Primary,,NAIROBI SOUTH,,,,LANDIMAWE,36.840383,-1.30482,"Open Data Kenya, School 2007"
MULTIPOINT ((248162.594697491 9857300.33003793)),1781,35303,200722566,LEPIC JUNIOR PRI SCH,Primary,,NAIROBI WEST,,,,RIRUTA,36.736823,-1.290033,"Open Data Kenya, School 2007"
MULTIPOINT ((263568.679401047 9860913.99159576)),1782,35304,200722567,GOODSTART JUNIOR SCH PRI,Primary,,NAIROBI NORTH,,,,HURUMA,36.875233,-1.257482,"Open Data Kenya, School 2007"
MULTIPOINT ((265104.414777078 9862008.91149179)),1783,35308,200722598,HAVEN PRI SCH,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.889036,-1.247594,"Open Data Kenya, School 2007"
MULTIPOINT ((249510.23273402 9859906.76652769)),1784,35321,200722664,SPRIGOH PRI SCH,Primary,,NAIROBI WEST,,,,KANGEMI,36.748948,-1.266481,"Open Data Kenya, School 2007"
MULTIPOINT ((250139.32423868 9855048.16776926)),1785,35326,200722695,SODA ACADEMY- PRI SCH,Primary,,NAIROBI WEST,,,,KAREN,36.75456,-1.310409,"Open Data Kenya, School 2007"
MULTIPOINT ((252396.318547254 9854701.96773947)),1786,35327,200722698,SOWETO ACADEMY  - PRI,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.77483,-1.313557,"Open Data Kenya, School 2007"
MULTIPOINT ((249286.539343627 9858277.52017444)),1787,35350,200722802,KAWANGWARE METHODIST CHURCH ACADEMY - PRI,Primary,,NAIROBI WEST,,,,KAWANGWARE,36.746926,-1.281208,"Open Data Kenya, School 2007"
MULTIPOINT ((262041.131965888 9857478.91392674)),1788,35360,200722837,BAHATI PRI SCH,Primary,,NAIROBI NORTH,,,,MARINGO/HAMZA,36.861486,-1.288527,"Open Data Kenya, School 2007"
MULTIPOINT ((265811.380821209 9862497.69150179)),1789,35366,200722852,CHITEGEMEE PRI  SCH,Primary,,NAIROBI NORTH,,,,LUCKY SUMMER,36.89539,-1.24318,"Open Data Kenya, School 2007"
MULTIPOINT ((252061.702875942 9855403.29930729)),1790,35369,200722861,MISSIONARIES OF CHARITY BROTHERS PRI SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.77183,-1.307214,"Open Data Kenya, School 2007"
MULTIPOINT ((254528.329833003 9855406.36278588)),1791,35371,200722878,JAKES CENTER- PRI. SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.793986,-1.307206,"Open Data Kenya, School 2007"
MULTIPOINT ((252826.600301945 9854963.6216683)),1792,35376,200722895,PALM OLIVE ACADEMY,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.778697,-1.311195,"Open Data Kenya, School 2007"
MULTIPOINT ((265469.953620615 9861241.71023784)),1793,35400,200723042,HIGH ROCK ACADEMY,Primary,,NAIROBI NORTH,,,,DANDORA AREA I,36.892314,-1.254533,"Open Data Kenya, School 2007"
MULTIPOINT ((267460.158755032 9862691.56410869)),1794,35409,200723077,ST GEORGINA ACADEMY,Primary,,NAIROBI NORTH,,,,DANDORA AREA III,36.910202,-1.241439,"Open Data Kenya, School 2007"
MULTIPOINT ((259645.881749776 9854320.20101269)),1795,35423,200723166,HIGHWAY EDUCATIONAL COMPLEX - PRI,Primary,,NAIROBI SOUTH,,,,NAIROBI SOUTH,36.839946,-1.317066,"Open Data Kenya, School 2007"
MULTIPOINT ((259004.452209481 9855444.21782732)),1796,35424,200723168,MARIAKANI PRI SCH,Primary,,NAIROBI SOUTH,,,,NAIROBI SOUTH,36.834193,-1.306899,"Open Data Kenya, School 2007"
MULTIPOINT ((266939.347296054 9862881.50303378)),1797,35435,200723265,DANDORA JUNIOR SCH,Primary,,NAIROBI NORTH,,,,DANDORA AREA IV,36.905525,-1.239718,"Open Data Kenya, School 2007"
MULTIPOINT ((258908.801792494 9855082.10800747)),1798,35446,200723301,OUR LADY OF MERCY PRI SCH,Primary,,NAIROBI SOUTH,,,,NAIROBI SOUTH,36.833331,-1.310172,"Open Data Kenya, School 2007"
MULTIPOINT ((247172.283935177 9860183.26224201)),1799,35460,200723361,BEYOND TOMORROW EDUCATION CENTRE,Primary,,NAIROBI WEST,,,,MOUNTAIN VIEW,36.727951,-1.263963,"Open Data Kenya, School 2007"
MULTIPOINT ((250435.554491429 9858471.88526221)),1800,35470,200723385,WORLD HOPE ACADEMY PRI),Primary,,NAIROBI WEST,,,,GATINA,36.757248,-1.27946,"Open Data Kenya, School 2007"
MULTIPOINT ((267816.609302511 9859632.08527062)),1801,35480,200723419,SAINTS EDUCATION CENTRE PRI,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.913382,-1.269103,"Open Data Kenya, School 2007"
MULTIPOINT ((267354.607293939 9862853.51651644)),1802,35484,200723451,RONALD NGALA PRI SCH SPECIAL,Primary,,NAIROBI NORTH,,,,DANDORA AREA IV,36.909255,-1.239974,"Open Data Kenya, School 2007"
MULTIPOINT ((270136.654803202 9864458.00574572)),1803,35486,200723454,DICKMA ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,MWIKI,36.934257,-1.225487,"Open Data Kenya, School 2007"
MULTIPOINT ((252875.849321906 9854416.56717535)),1804,35490,200723472,SEED JUNIOR ACADEMY PRI,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.779135,-1.316141,"Open Data Kenya, School 2007"
MULTIPOINT ((262665.514111217 9861572.03442303)),1805,35499,200723494,QUEEN'S JUNIOR SCH - PRI,Primary,,NAIROBI NORTH,,,,UTALII,36.867125,-1.251526,"Open Data Kenya, School 2007"
MULTIPOINT ((257730.407964193 9854956.31689945)),1806,35504,200723512,NAIROBI SOUTH PRI,Primary,,NAIROBI WEST,,,,NAIROBI WEST,36.822745,-1.3113,"Open Data Kenya, School 2007"
MULTIPOINT ((268951.511087118 9860217.65002162)),1807,35534,200723637,KAYOLE COMM SCH PRI,Primary,,NAIROBI SOUTH,,,,KAYOLE NORTH,36.923581,-1.263817,"Open Data Kenya, School 2007"
MULTIPOINT ((263054.035278456 9861169.96023206)),1808,35537,200723648,AISHER COLLIER PRI SCH,Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.870612,-1.255164,"Open Data Kenya, School 2007"
MULTIPOINT ((265985.806551399 9858256.32748902)),1809,35554,200723741,KIFARU PRI SCH,Primary,,NAIROBI SOUTH,,,,UMOJA II,36.896926,-1.281528,"Open Data Kenya, School 2007"
MULTIPOINT ((260186.835156691 9860336.71340997)),1810,35555,200723746,EDEN JUNNIOR SCH PRI,Primary,,NAIROBI NORTH,,,,HOSPITAL,36.844851,-1.262676,"Open Data Kenya, School 2007"
MULTIPOINT ((277942.692780103 9859259.84205281)),1811,35563,200723790,DREAMLANE PREPARATORY SCH,Primary,,NAIROBI SOUTH,,,,RUAI,37.004344,-1.272541,"Open Data Kenya, School 2007"
MULTIPOINT ((270332.406138141 9864109.31547751)),1812,35603,200723935,MWIKI GOODHOPE ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,MWIKI,36.936013,-1.228641,"Open Data Kenya, School 2007"
MULTIPOINT ((262850.602246344 9861219.78910577)),1813,35606,200723941,TRUSTED CARE PRI SCH,Primary,,NAIROBI NORTH,,,,UTALII,36.868785,-1.254712,"Open Data Kenya, School 2007"
MULTIPOINT ((265870.393670115 9858356.66263269)),1814,35614,200723971,BRIGHT MAUA SCHOOL PRI,Primary,,NAIROBI SOUTH,,,,UMOJA II,36.89589,-1.28062,"Open Data Kenya, School 2007"
MULTIPOINT ((265539.770286965 9854344.71473586)),1815,35617,200723988,SHAMMAR SPRINGS ACADEMY PRI,Primary,,NAIROBI SOUTH,,,,PIPELINE,36.89289,-1.31689,"Open Data Kenya, School 2007"
MULTIPOINT ((262338.374552437 9863854.60506898)),1816,35628,200724047,ST. BENEDICTS THOME SENIOR SCH,Primary,,NAIROBI NORTH,,,,ROYSAMBU,36.864203,-1.230887,"Open Data Kenya, School 2007"
MULTIPOINT ((266102.128136746 9869128.83159403)),1817,35643,200724089,GREEN COTTAGE ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,KAHAWA,36.898048,-1.183229,"Open Data Kenya, School 2007"
MULTIPOINT ((259807.685017427 9860432.9609223)),1818,35646,200724104,LOVING CONCERN EDUCATION CENTRE PRI,Primary,,NAIROBI NORTH,,,,KARURA,36.841446,-1.261803,"Open Data Kenya, School 2007"
MULTIPOINT ((251559.423350284 9859154.91876629)),1819,35654,200724139,NAIROBI JAFFREYS  ACADEMY - PRI,Primary,,NAIROBI WEST,,,,KILIMANI,36.767348,-1.273294,"Open Data Kenya, School 2007"
MULTIPOINT ((268270.38209863 9860155.82984917)),1820,35666,200724190,YOUNG STARS PRI SCH,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.917462,-1.264371,"Open Data Kenya, School 2007"
MULTIPOINT ((247124.515079563 9857169.64936311)),1821,35667,200724193,CORNER STONE ACADEMY,Primary,,NAIROBI WEST,,,,WAITHAKA,36.727498,-1.291206,"Open Data Kenya, School 2007"
MULTIPOINT ((247348.925630498 9858090.52383831)),1822,35669,200724213,GITU ACADEMY PRI),Primary,,NAIROBI WEST,,,,RIRUTA,36.729521,-1.282883,"Open Data Kenya, School 2007"
MULTIPOINT ((266883.334586795 9868944.49121951)),1823,35680,200724249,JOLLY CHILDRENS CENTER PRI,Primary,,NAIROBI NORTH,,,,KAHAWA,36.905064,-1.184901,"Open Data Kenya, School 2007"
MULTIPOINT ((261066.132191525 9859755.97091375)),1824,35695,200724275,REV KARERI MEMORIAL PRI SCH,Primary,,NAIROBI NORTH,,,,AIRBASE,36.852745,-1.267933,"Open Data Kenya, School 2007"
MULTIPOINT ((262430.144721558 9857427.14399322)),1825,35697,200724285,DR. KRAFT PRI SCH,Primary,,NAIROBI NORTH,,,,MARINGO/HAMZA,36.86498,-1.288998,"Open Data Kenya, School 2007"
MULTIPOINT ((261969.975615864 9856709.13163088)),1826,35700,200724296,SHEKINAH GLORY EDUCATION CENTRE - PRI,Primary,,NAIROBI NORTH,,,,MAKONGENI,36.860841,-1.295486,"Open Data Kenya, School 2007"
MULTIPOINT ((264688.579976647 9857824.77886263)),1827,35714,200724353,LAURA ACADEMY PRI,Primary,,NAIROBI SOUTH,,,,HARAMBEE,36.88527,-1.28542,"Open Data Kenya, School 2007"
MULTIPOINT ((251375.529656541 9856200.00435666)),1828,35715,200724355,JAMUHURI PRY,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.765673,-1.300006,"Open Data Kenya, School 2007"
MULTIPOINT ((269465.326197045 9860693.32313757)),1829,35716,200724356,MATOPENI PRIMARY,Primary,,NAIROBI SOUTH,,,,MATOPENI/SPRING VALLEY,36.9282,-1.25952,"Open Data Kenya, School 2007"
MULTIPOINT ((252929.897492618 9855864.22379518)),1830,35718,200724360,TOI PRI SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.779632,-1.303054,"Open Data Kenya, School 2007"
MULTIPOINT ((262676.385918145 9861482.11919533)),1831,35719,200724362,BENCIA PREP SCH - PRI,Primary,,NAIROBI NORTH,,,,UTALII,36.867222,-1.252339,"Open Data Kenya, School 2007"
MULTIPOINT ((268336.009363567 9864594.20266669)),1832,35720,200724365,EUNIAH CENTRE - PRI,Primary,,NAIROBI NORTH,,,,CLAY CITY,36.918083,-1.224243,"Open Data Kenya, School 2007"
MULTIPOINT ((255665.049371783 9860528.93332383)),1833,35724,200724383,WHITE COTTEGE SCHOOL -PRI,Primary,,NAIROBI NORTH,,,,PARKLANDS/HIGHRIDGE,36.804236,-1.260904,"Open Data Kenya, School 2007"
MULTIPOINT ((270227.929519324 9863894.33336233)),1834,35728,200724392,RIDGE ACADEMY - PRI SCH,Primary,,NAIROBI NORTH,,,,MWIKI,36.935073,-1.230584,"Open Data Kenya, School 2007"
MULTIPOINT ((263148.320151879 9861316.70243461)),1835,35735,200724417,FAITH ACADEMY PRI,Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.87146,-1.253838,"Open Data Kenya, School 2007"
MULTIPOINT ((265666.824493043 9854170.06490953)),1836,35742,200724442,GOLDEN HOUR JNR SCH PRI,Primary,,NAIROBI SOUTH,,,,PIPELINE,36.89403,-1.31847,"Open Data Kenya, School 2007"
MULTIPOINT ((261766.97043917 9863666.33387476)),1837,35743,200724447,LA VERNE PRIMARY SCHOOL,Primary,,NAIROBI NORTH,,,,ROYSAMBU,36.859069,-1.232585,"Open Data Kenya, School 2007"
MULTIPOINT ((269247.208516523 9863426.16201204)),1838,35757,200724493,MWIKI MERCY CHILDRENS CENTRE - PRI,Primary,,NAIROBI NORTH,,,,KASARANI,36.92626,-1.23481,"Open Data Kenya, School 2007"
MULTIPOINT ((263218.98866207 9861894.35153734)),1839,35761,200724509,QUEENROSE DAYCARE PRI SCH,Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.872099,-1.248616,"Open Data Kenya, School 2007"
MULTIPOINT ((261426.587911434 9860723.43081217)),1840,35764,200724531,MYTO JNR ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,UTALII,36.85599,-1.259189,"Open Data Kenya, School 2007"
MULTIPOINT ((261955.404433531 9860976.16266823)),1841,35768,200724551,BEN JOS ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,UTALII,36.860742,-1.256908,"Open Data Kenya, School 2007"
MULTIPOINT ((263305.041255957 9861897.29698817)),1842,35792,200724628,JOYSTAR EDUCATION CENTRE - PRI,Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.872872,-1.24859,"Open Data Kenya, School 2007"
MULTIPOINT ((249372.665231397 9860243.14272304)),1843,35794,200724632,ACK ST. JOHNS SCH -PRI,Primary,,NAIROBI NORTH,,,,KITISURU,36.747715,-1.263439,"Open Data Kenya, School 2007"
MULTIPOINT ((260375.577496302 9857492.99574127)),1844,35800,200724659,YMCA JUNIOR SCH PRI),Primary,,NAIROBI NORTH,,,,PUMWANI,36.846525,-1.288387,"Open Data Kenya, School 2007"
MULTIPOINT ((264417.120036221 9863087.21565155)),1845,35813,200724710,SAVYO BELLS ACADEMY PRI,Primary,,NAIROBI NORTH,,,,KASARANI,36.88287,-1.23784,"Open Data Kenya, School 2007"
MULTIPOINT ((252544.572286068 9855749.28717344)),1846,35819,200724723,CHRISCO ED CENTER PRI,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.77617,-1.30409,"Open Data Kenya, School 2007"
MULTIPOINT ((264494.438126358 9861904.00874892)),1847,35839,200724773,TEHILLAH CHILDREN CENTER PRI,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.883556,-1.248538,"Open Data Kenya, School 2007"
MULTIPOINT ((257170.711380339 9859824.83123088)),1848,35840,200724776,PARKLANDS PRI SCH -PRI,Primary,,NAIROBI NORTH,,,,PARKLANDS/HIGHRIDGE,36.817755,-1.267281,"Open Data Kenya, School 2007"
MULTIPOINT ((247311.685645829 9858276.88220004)),1849,35850,200724804,EXCEL BAMBOO PRI SCH,Primary,,NAIROBI WEST,,,,RIRUTA,36.729188,-1.281198,"Open Data Kenya, School 2007"
MULTIPOINT ((262079.212435433 9861096.27388471)),1850,35861,200724846,ROSA MYSTICA ACADEMY,Primary,,NAIROBI NORTH,,,,UTALII,36.861855,-1.255823,"Open Data Kenya, School 2007"
MULTIPOINT ((267927.332480498 9860515.4609341)),1851,35868,200724869,GRACIOUS DAY ACADEMY PRI,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.914383,-1.261117,"Open Data Kenya, School 2007"
MULTIPOINT ((269792.126779611 9859764.29500604)),1852,35873,200724886,ORBIT SCH OF THE CROSS,Primary,,NAIROBI SOUTH,,,,MIHANGO,36.931129,-1.267922,"Open Data Kenya, School 2007"
MULTIPOINT ((264122.46268356 9857868.7179818)),1853,35883,200724929,BURUBURU CHURCH OF GOD PRI SCH,Primary,,NAIROBI NORTH,,,,HARAMBEE,36.880185,-1.285019,"Open Data Kenya, School 2007"
